,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Card_Category,Income_Category,Credit_Limit
4549,710671608,Existing Customer,39,F,Graduate,Divorced,Blue,Less than $40K,6798.0
4550,719967708,Existing Customer,44,F,Unknown,Single,Blue,Less than $40K,6472.0
4551,711879633,Existing Customer,45,M,High School,Single,Blue,Less than $40K,2766.0
4552,716444733,Existing Customer,55,F,Graduate,Married,Blue,Less than $40K,1438.3
4553,718460958,Existing Customer,49,F,College,Married,Blue,Less than $40K,3283.0
4554,789953733,Existing Customer,46,F,Graduate,Married,Blue,Less than $40K,2470.0
4555,770278833,Existing Customer,43,M,Unknown,Married,Blue,$120K +,20695.0
4556,787291308,Existing Customer,42,F,Graduate,Married,Blue,Less than $40K,4228.0
4557,710644158,Existing Customer,45,M,Graduate,Unknown,Blue,$80K - $120K,31743.0
4558,717095733,Existing Customer,48,F,Unknown,Unknown,Blue,Less than $40K,3212.0
4559,813338733,Existing Customer,47,F,Unknown,Single,Blue,Unknown,5884.0
4560,787536933,Existing Customer,44,F,Unknown,Single,Blue,Less than $40K,1724.0
4561,714384783,Attrited Customer,59,F,Graduate,Married,Blue,Less than $40K,2468.0
4562,713847858,Attrited Customer,49,F,Graduate,Divorced,Blue,Less than $40K,1438.3
4563,809809008,Existing Customer,47,F,Graduate,Married,Blue,Less than $40K,3111.0
4564,719446833,Existing Customer,58,F,High School,Married,Blue,Less than $40K,2799.0
4565,720570333,Existing Customer,48,F,College,Married,Blue,Less than $40K,1912.0
4566,815308683,Existing Customer,46,M,College,Married,Blue,$80K - $120K,18927.0
4567,810875958,Attrited Customer,51,F,Graduate,Married,Blue,Less than $40K,2016.0
4568,717775608,Existing Customer,51,M,Post-Graduate,Unknown,Blue,$80K - $120K,4830.0
4569,718766058,Attrited Customer,56,M,Graduate,Single,Blue,$80K - $120K,1438.3
4570,710656683,Existing Customer,50,F,High School,Single,Blue,Less than $40K,1986.0
4571,768390708,Existing Customer,47,M,Unknown,Single,Blue,$80K - $120K,2877.0
4572,713263758,Existing Customer,53,F,College,Single,Blue,Less than $40K,2312.0
4573,754564308,Existing Customer,46,F,Graduate,Married,Blue,$40K - $60K,2644.0
4574,827890758,Existing Customer,39,F,Uneducated,Single,Blue,Less than $40K,2062.0
4575,779945508,Existing Customer,50,F,Graduate,Married,Blue,Less than $40K,3510.0
4576,720807183,Existing Customer,55,M,Graduate,Single,Blue,$80K - $120K,15026.0
4577,709309308,Attrited Customer,50,M,College,Unknown,Blue,$80K - $120K,27186.0
4578,715844733,Existing Customer,45,M,High School,Married,Blue,$60K - $80K,2174.0
4579,712332183,Existing Customer,42,M,College,Single,Blue,$80K - $120K,29535.0
4580,790123983,Existing Customer,50,F,High School,Single,Blue,Less than $40K,2974.0
4581,711721458,Attrited Customer,50,F,Graduate,Unknown,Blue,Less than $40K,1438.3
4582,716860233,Existing Customer,51,F,Uneducated,Married,Blue,Less than $40K,8148.0
4583,714678408,Existing Customer,48,F,Post-Graduate,Married,Blue,Less than $40K,2646.0
4584,708798483,Attrited Customer,37,F,Unknown,Single,Blue,Unknown,2054.0
4585,708501783,Attrited Customer,43,M,High School,Married,Blue,$120K +,34516.0
4586,713645883,Existing Customer,37,F,High School,Single,Blue,Less than $40K,1879.0
4587,718622658,Existing Customer,45,M,High School,Single,Blue,$80K - $120K,15913.0
4588,710641008,Existing Customer,44,F,High School,Single,Blue,Less than $40K,8685.0
4589,718547358,Existing Customer,60,F,Uneducated,Unknown,Blue,$40K - $60K,2676.0
4590,716177583,Existing Customer,58,F,Post-Graduate,Single,Blue,Less than $40K,1438.3
4591,713417433,Existing Customer,42,M,Graduate,Single,Blue,$40K - $60K,1711.0
4592,713043183,Existing Customer,61,M,High School,Single,Blue,$40K - $60K,2572.0
4593,719328858,Attrited Customer,56,M,High School,Married,Blue,$60K - $80K,4535.0
4594,718501983,Existing Customer,44,M,Graduate,Married,Blue,$60K - $80K,5950.0
4595,803800533,Attrited Customer,39,M,Unknown,Single,Blue,$40K - $60K,2088.0
4596,771790083,Existing Customer,43,F,Unknown,Married,Silver,Less than $40K,10466.0
4597,712817808,Existing Customer,39,M,Graduate,Married,Blue,$60K - $80K,4761.0
4598,811697958,Existing Customer,50,F,Unknown,Married,Blue,Less than $40K,1488.0
4599,817089408,Existing Customer,44,M,College,Married,Blue,$60K - $80K,19114.0
4600,803406558,Existing Customer,30,F,Uneducated,Single,Blue,Unknown,7536.0
4601,717297708,Existing Customer,47,F,Graduate,Single,Blue,Unknown,2441.0
4602,808756458,Existing Customer,47,M,Graduate,Married,Blue,$80K - $120K,13189.0
4603,718352358,Attrited Customer,49,F,Post-Graduate,Married,Blue,Less than $40K,1914.0
4604,780638958,Existing Customer,42,F,Graduate,Divorced,Blue,$40K - $60K,2468.0
4605,721026033,Existing Customer,57,F,Unknown,Single,Blue,Less than $40K,2564.0
4606,719894433,Attrited Customer,43,F,Unknown,Married,Blue,Less than $40K,1679.0
4607,812493033,Existing Customer,44,F,High School,Single,Blue,$40K - $60K,3410.0
4608,718256658,Existing Customer,45,F,Uneducated,Married,Blue,Less than $40K,2728.0
4609,711421233,Existing Customer,51,M,High School,Single,Blue,$60K - $80K,7119.0
4610,710335983,Existing Customer,57,F,High School,Divorced,Blue,Less than $40K,3532.0
4611,720108783,Existing Customer,60,F,Uneducated,Single,Blue,Unknown,7459.0
4612,818259558,Existing Customer,64,F,Graduate,Single,Blue,Less than $40K,2294.0
4613,708511983,Existing Customer,37,M,Graduate,Married,Blue,$80K - $120K,1663.0
4614,708838908,Existing Customer,49,F,Unknown,Single,Blue,$40K - $60K,5129.0
4615,778720533,Attrited Customer,53,F,Graduate,Married,Blue,Less than $40K,1722.0
4616,793015083,Existing Customer,46,F,Graduate,Married,Blue,Unknown,2586.0
4617,821336133,Existing Customer,50,F,High School,Single,Blue,Less than $40K,8708.0
4618,713905608,Existing Customer,56,F,Unknown,Single,Blue,Less than $40K,8869.0
4619,779164608,Existing Customer,45,F,Graduate,Married,Blue,Less than $40K,2641.0
4620,714835833,Existing Customer,43,M,High School,Divorced,Blue,$80K - $120K,34516.0
4621,823863033,Existing Customer,52,M,Unknown,Married,Silver,$80K - $120K,34516.0
4622,713321508,Existing Customer,47,F,Unknown,Single,Blue,Less than $40K,1965.0
4623,708992733,Existing Customer,50,F,High School,Married,Blue,Less than $40K,1513.0
4624,709488108,Attrited Customer,42,M,College,Single,Blue,$40K - $60K,10543.0
4625,716094333,Existing Customer,49,M,Graduate,Single,Blue,$80K - $120K,17764.0
4626,778567983,Existing Customer,50,F,Graduate,Single,Blue,$40K - $60K,1438.3
4627,712178883,Existing Customer,49,F,College,Single,Blue,$40K - $60K,6371.0
4628,717490008,Existing Customer,43,M,Graduate,Divorced,Blue,$80K - $120K,19188.0
4629,718282983,Existing Customer,60,M,College,Unknown,Blue,Less than $40K,3076.0
4630,747208083,Existing Customer,49,M,Graduate,Single,Blue,$40K - $60K,2822.0
4631,820276908,Attrited Customer,42,F,College,Married,Blue,$40K - $60K,4139.0
4632,719960133,Existing Customer,42,M,College,Single,Silver,$80K - $120K,34516.0
4633,711062958,Existing Customer,43,M,Graduate,Single,Blue,$120K +,4121.0
4634,714917583,Existing Customer,42,F,Doctorate,Unknown,Silver,Less than $40K,10074.0
4635,767256933,Existing Customer,43,M,Uneducated,Married,Blue,$60K - $80K,2621.0
4636,712568358,Existing Customer,47,M,High School,Married,Blue,$60K - $80K,3394.0
4637,789182358,Existing Customer,56,M,Uneducated,Single,Blue,$80K - $120K,17628.0
4638,716989683,Existing Customer,56,M,Doctorate,Single,Blue,$80K - $120K,4480.0
4639,827968383,Existing Customer,43,F,High School,Unknown,Blue,Less than $40K,3370.0
4640,819647358,Attrited Customer,38,M,Unknown,Single,Blue,$60K - $80K,12871.0
4641,788966958,Existing Customer,47,F,Graduate,Married,Blue,Unknown,3112.0
4642,789502308,Attrited Customer,57,F,Unknown,Single,Blue,Less than $40K,1551.0
4643,756458508,Existing Customer,44,M,Graduate,Single,Blue,$60K - $80K,1682.0
4644,714643983,Existing Customer,42,F,High School,Married,Blue,Less than $40K,2758.0
4645,711606558,Existing Customer,49,F,High School,Married,Blue,Less than $40K,1909.0
4646,824155458,Existing Customer,48,M,High School,Married,Blue,$80K - $120K,11332.0
4647,710445183,Existing Customer,44,M,Doctorate,Single,Blue,$120K +,7567.0
4648,802834158,Attrited Customer,42,M,Unknown,Married,Blue,$60K - $80K,6743.0
4649,712038258,Attrited Customer,48,M,Unknown,Single,Blue,$80K - $120K,32838.0
4650,712864683,Attrited Customer,42,F,Doctorate,Single,Blue,Less than $40K,1438.3
4651,813971283,Existing Customer,43,M,Unknown,Married,Blue,$80K - $120K,2510.0
4652,764211033,Existing Customer,50,F,Uneducated,Unknown,Blue,Less than $40K,3199.0
4653,721424583,Existing Customer,35,F,High School,Married,Blue,Less than $40K,1918.0
4654,713886333,Attrited Customer,47,M,High School,Married,Blue,$60K - $80K,18660.0
4655,711741708,Attrited Customer,41,M,Post-Graduate,Unknown,Blue,$80K - $120K,7591.0
4656,794217108,Existing Customer,43,M,College,Single,Blue,$120K +,14315.0
4657,715339758,Existing Customer,64,F,High School,Divorced,Blue,Unknown,18038.0
4658,709610283,Existing Customer,42,F,Graduate,Single,Blue,Less than $40K,1853.0
4659,714575208,Existing Customer,49,M,Doctorate,Single,Blue,$40K - $60K,4951.0
4660,716758908,Existing Customer,46,M,Uneducated,Single,Blue,$120K +,34516.0
4661,778915233,Attrited Customer,51,F,Graduate,Married,Blue,Less than $40K,1757.0
4662,789466008,Existing Customer,47,M,Graduate,Married,Blue,$60K - $80K,24033.0
4663,716635758,Existing Customer,38,F,Unknown,Single,Blue,$40K - $60K,3276.0
4664,771819258,Existing Customer,52,M,Unknown,Married,Blue,$120K +,3614.0
4665,713451408,Existing Customer,47,M,High School,Divorced,Blue,$60K - $80K,1943.0
4666,780146658,Attrited Customer,40,F,Post-Graduate,Married,Blue,$40K - $60K,3795.0
4667,711675108,Existing Customer,43,F,Graduate,Single,Blue,Less than $40K,4075.0
4668,755467683,Attrited Customer,48,F,Graduate,Single,Blue,Less than $40K,3001.0
4669,792864858,Existing Customer,47,M,Unknown,Unknown,Blue,Less than $40K,5726.0
4670,713009208,Existing Customer,54,F,Graduate,Single,Blue,Less than $40K,2077.0
4671,772231233,Existing Customer,41,F,Graduate,Married,Blue,Less than $40K,2157.0
4672,720510333,Existing Customer,40,F,College,Unknown,Blue,$40K - $60K,2037.0
4673,780199233,Existing Customer,33,M,Doctorate,Single,Blue,$120K +,14914.0
4674,711700158,Existing Customer,47,F,High School,Single,Blue,Less than $40K,1580.0
4675,788275083,Existing Customer,46,M,College,Married,Blue,$60K - $80K,15483.0
4676,708804633,Attrited Customer,44,F,Doctorate,Divorced,Blue,Less than $40K,1916.0
4677,714479358,Attrited Customer,51,M,Graduate,Single,Blue,$80K - $120K,3610.0
4678,711406758,Existing Customer,48,F,Graduate,Married,Blue,Less than $40K,1667.0
4679,821424483,Existing Customer,51,F,High School,Single,Blue,Less than $40K,1438.3
4680,769438608,Attrited Customer,48,F,Graduate,Married,Blue,Less than $40K,1942.0
4681,822068583,Existing Customer,48,F,Uneducated,Single,Blue,Unknown,2231.0
4682,711371208,Existing Customer,50,F,College,Married,Blue,Unknown,6465.0
4683,788832033,Existing Customer,35,M,High School,Unknown,Blue,$40K - $60K,8599.0
4684,713452533,Existing Customer,35,F,Graduate,Single,Blue,Less than $40K,1438.3
4685,720212508,Existing Customer,51,F,Graduate,Single,Blue,Less than $40K,4402.0
4686,717825033,Existing Customer,50,M,Unknown,Divorced,Blue,$60K - $80K,5444.0
4687,779926608,Existing Customer,50,F,High School,Married,Blue,Less than $40K,1438.3
4688,713608383,Attrited Customer,54,F,Unknown,Married,Blue,Less than $40K,1438.3
4689,710125608,Existing Customer,45,F,Unknown,Single,Blue,Less than $40K,2679.0
4690,712724733,Existing Customer,31,F,Post-Graduate,Single,Blue,Less than $40K,2766.0
4691,718286658,Existing Customer,42,M,Graduate,Single,Silver,$60K - $80K,25293.0
4692,714195108,Existing Customer,45,F,Post-Graduate,Single,Blue,Unknown,2707.0
4693,720867708,Attrited Customer,45,F,Graduate,Unknown,Blue,Less than $40K,1748.0
4694,752573508,Existing Customer,45,F,High School,Single,Blue,$40K - $60K,4034.0
4695,768661758,Existing Customer,53,M,Uneducated,Divorced,Blue,$120K +,26129.0
4696,721126833,Attrited Customer,51,M,High School,Married,Blue,$80K - $120K,14902.0
4697,716093133,Existing Customer,38,F,Uneducated,Single,Blue,$40K - $60K,12228.0
4698,771092433,Existing Customer,55,F,Graduate,Single,Blue,Less than $40K,1724.0
4699,712807758,Attrited Customer,47,F,Graduate,Single,Blue,Less than $40K,1438.3
4700,721514883,Existing Customer,38,M,Graduate,Single,Blue,$80K - $120K,16665.0
4701,824140908,Attrited Customer,52,M,Uneducated,Single,Blue,$120K +,20974.0
4702,712971708,Existing Customer,43,F,Unknown,Single,Blue,Less than $40K,3139.0
4703,716471508,Existing Customer,54,M,Unknown,Single,Blue,$120K +,19865.0
4704,782548758,Existing Customer,42,F,High School,Divorced,Blue,Less than $40K,2069.0
4705,720444408,Attrited Customer,35,F,College,Single,Blue,Less than $40K,2231.0
4706,717389433,Existing Customer,62,F,High School,Single,Silver,Unknown,33371.0
4707,714292533,Existing Customer,48,F,College,Married,Blue,Less than $40K,2544.0
4708,709585758,Existing Customer,41,M,High School,Single,Blue,$120K +,34516.0
4709,712096758,Existing Customer,49,F,Graduate,Unknown,Blue,$40K - $60K,5370.0
4710,811463283,Existing Customer,54,M,Graduate,Single,Blue,$80K - $120K,22437.0
4711,789358908,Attrited Customer,53,F,College,Married,Blue,Less than $40K,3573.0
4712,718146258,Existing Customer,51,M,Graduate,Divorced,Blue,$60K - $80K,1959.0
4713,710779083,Existing Customer,59,F,Graduate,Married,Blue,Less than $40K,1661.0
4714,709166883,Existing Customer,39,F,Uneducated,Single,Blue,Unknown,5363.0
4715,712554183,Existing Customer,65,F,College,Single,Blue,$40K - $60K,3009.0
4716,721315233,Existing Customer,47,M,High School,Single,Silver,$40K - $60K,18535.0
4717,714766383,Existing Customer,42,M,High School,Single,Blue,Less than $40K,2171.0
4718,797491683,Attrited Customer,45,M,Unknown,Married,Silver,$80K - $120K,34516.0
4719,714157908,Existing Customer,57,F,Unknown,Married,Blue,Less than $40K,2376.0
4720,714588408,Existing Customer,51,F,Uneducated,Married,Blue,Less than $40K,2882.0
4721,719627133,Existing Customer,50,F,Graduate,Single,Blue,Less than $40K,3277.0
4722,714125883,Existing Customer,47,M,Unknown,Married,Blue,$80K - $120K,2514.0
4723,712865583,Existing Customer,57,F,Graduate,Married,Blue,$40K - $60K,3301.0
4724,779363283,Existing Customer,48,M,Post-Graduate,Single,Blue,$60K - $80K,12391.0
4725,779224758,Existing Customer,47,F,Doctorate,Single,Blue,Less than $40K,2168.0
4726,718775808,Existing Customer,42,F,Unknown,Married,Blue,Unknown,7762.0
4727,710267583,Existing Customer,45,F,Doctorate,Divorced,Blue,Unknown,12587.0
4728,711305208,Existing Customer,52,M,Unknown,Married,Blue,$60K - $80K,14785.0
4729,717531483,Existing Customer,37,M,High School,Single,Blue,$60K - $80K,3433.0
4730,709170108,Attrited Customer,60,F,Unknown,Single,Blue,$40K - $60K,2425.0
4731,716056158,Attrited Customer,63,M,Graduate,Single,Blue,$60K - $80K,11619.0
4732,711326583,Existing Customer,62,F,High School,Single,Blue,Less than $40K,3989.0
4733,715406658,Attrited Customer,47,F,Unknown,Single,Blue,Less than $40K,2173.0
4734,712814658,Existing Customer,50,F,Graduate,Married,Blue,Less than $40K,2393.0
4735,773228133,Attrited Customer,39,F,Graduate,Married,Blue,Less than $40K,1677.0
4736,710453283,Existing Customer,40,F,Uneducated,Single,Blue,Less than $40K,2035.0
4737,795266208,Existing Customer,39,M,College,Single,Blue,$120K +,8842.0
4738,779090883,Existing Customer,42,F,Unknown,Unknown,Blue,Less than $40K,2483.0
4739,712309758,Existing Customer,65,M,Graduate,Single,Blue,$40K - $60K,13921.0
4740,716625033,Attrited Customer,32,F,Graduate,Single,Blue,Less than $40K,2761.0
4741,790112133,Existing Customer,47,F,Post-Graduate,Single,Blue,$40K - $60K,2623.0
4742,797238108,Existing Customer,49,F,Unknown,Divorced,Blue,Less than $40K,3232.0
4743,716782758,Attrited Customer,48,M,Graduate,Single,Blue,$60K - $80K,19075.0
4744,715588008,Existing Customer,45,M,College,Married,Blue,$80K - $120K,31978.0
4745,713977308,Existing Customer,62,M,Graduate,Single,Blue,$120K +,34516.0
4746,719059083,Existing Customer,45,F,High School,Unknown,Blue,Less than $40K,6225.0
4747,708797583,Attrited Customer,49,F,Unknown,Single,Blue,Unknown,2672.0
4748,708809283,Attrited Customer,41,F,Graduate,Divorced,Blue,$40K - $60K,10360.0
4749,771529608,Existing Customer,50,M,High School,Married,Blue,$120K +,10747.0
4750,715776033,Existing Customer,46,M,Uneducated,Single,Blue,$60K - $80K,3135.0
4751,778619358,Existing Customer,42,F,Uneducated,Single,Blue,Less than $40K,1438.3
4752,715717608,Existing Customer,41,F,Uneducated,Unknown,Blue,Less than $40K,3189.0
4753,789204933,Existing Customer,65,M,Uneducated,Single,Blue,Less than $40K,8963.0
4754,711100608,Attrited Customer,55,M,Uneducated,Single,Blue,$60K - $80K,1723.0
4755,713591283,Existing Customer,36,F,Uneducated,Married,Blue,Unknown,2161.0
4756,719344608,Existing Customer,46,F,Graduate,Single,Blue,Less than $40K,3901.0
4757,787659483,Existing Customer,58,F,Doctorate,Married,Blue,Less than $40K,1438.3
4758,822948708,Existing Customer,42,F,Uneducated,Divorced,Blue,Less than $40K,3131.0
4759,710080383,Existing Customer,38,F,Graduate,Single,Blue,$40K - $60K,2331.0
4760,715596783,Existing Customer,29,F,Uneducated,Married,Blue,Less than $40K,1895.0
4761,798773208,Existing Customer,46,F,Unknown,Divorced,Blue,Unknown,26496.0
4762,768624258,Attrited Customer,55,F,Graduate,Single,Blue,Less than $40K,1583.0
4763,721412208,Existing Customer,57,F,High School,Married,Blue,Less than $40K,1438.3
4764,708129933,Existing Customer,45,F,Graduate,Single,Blue,Less than $40K,2072.0
4765,719703483,Existing Customer,47,F,Doctorate,Divorced,Blue,Less than $40K,2707.0
4766,708290208,Existing Customer,43,F,High School,Married,Silver,Less than $40K,13608.0
4767,710431158,Existing Customer,52,F,Unknown,Single,Blue,Unknown,10273.0
4768,816528333,Existing Customer,64,F,High School,Single,Blue,Less than $40K,2609.0
4769,778760808,Existing Customer,52,F,Graduate,Married,Blue,Less than $40K,8431.0
4770,718025808,Existing Customer,61,M,High School,Divorced,Blue,$60K - $80K,5852.0
4771,815860008,Existing Customer,40,F,Uneducated,Married,Blue,Less than $40K,3140.0
4772,780126033,Attrited Customer,50,M,Unknown,Married,Blue,$40K - $60K,12914.0
4773,720135333,Existing Customer,45,F,Graduate,Single,Blue,Less than $40K,8694.0
4774,719174433,Attrited Customer,36,F,Unknown,Single,Blue,Less than $40K,1735.0
4775,821521983,Existing Customer,51,F,High School,Single,Blue,Unknown,2286.0
4776,716961933,Existing Customer,43,F,Graduate,Married,Blue,Less than $40K,3589.0
4777,712834533,Existing Customer,51,F,Unknown,Single,Blue,Less than $40K,2673.0
4778,710544033,Existing Customer,47,M,Unknown,Married,Blue,$80K - $120K,9437.0
4779,710622333,Existing Customer,39,F,High School,Single,Blue,$40K - $60K,2751.0
4780,714277758,Existing Customer,40,M,High School,Single,Blue,$40K - $60K,11557.0
4781,713166333,Existing Customer,38,F,High School,Married,Blue,Unknown,14831.0
4782,714346608,Attrited Customer,51,F,Graduate,Single,Blue,$40K - $60K,1495.0
4783,778284783,Existing Customer,44,M,Unknown,Married,Blue,$60K - $80K,2791.0
4784,714721608,Existing Customer,38,M,Graduate,Single,Blue,$120K +,9703.0
4785,716453883,Existing Customer,47,M,Unknown,Single,Blue,$120K +,3889.0
4786,713876958,Existing Customer,32,F,Unknown,Single,Blue,Unknown,14140.0
4787,794967408,Existing Customer,53,M,Post-Graduate,Married,Blue,$80K - $120K,9106.0
4788,798481383,Attrited Customer,40,F,Uneducated,Married,Blue,Less than $40K,2694.0
4789,718697583,Existing Customer,45,M,Graduate,Divorced,Blue,$60K - $80K,19629.0
4790,711799458,Existing Customer,41,M,Graduate,Single,Blue,$40K - $60K,6507.0
4791,823904133,Attrited Customer,53,F,College,Single,Blue,Unknown,10195.0
4792,718005108,Existing Customer,44,F,College,Married,Blue,Less than $40K,2096.0
4793,717877533,Existing Customer,39,F,Graduate,Single,Blue,$40K - $60K,11314.0
4794,711883833,Existing Customer,50,F,Uneducated,Single,Blue,Less than $40K,1837.0
4795,711646908,Attrited Customer,39,M,Unknown,Single,Blue,$60K - $80K,7821.0
4796,718171308,Attrited Customer,44,F,Graduate,Married,Blue,Less than $40K,1984.0
4797,709627983,Existing Customer,56,F,Post-Graduate,Single,Blue,Less than $40K,2535.0
4798,716580933,Existing Customer,63,M,Uneducated,Single,Blue,$40K - $60K,1970.0
4799,713600958,Existing Customer,50,M,Unknown,Married,Blue,$120K +,34516.0
4800,772248408,Existing Customer,40,F,Graduate,Single,Blue,Less than $40K,2694.0
4801,720196158,Existing Customer,48,M,Unknown,Single,Blue,$60K - $80K,4476.0
4802,770024733,Attrited Customer,53,F,Uneducated,Single,Blue,$40K - $60K,1699.0
4803,710912733,Existing Customer,44,F,Uneducated,Married,Blue,Less than $40K,1953.0
4804,712860858,Existing Customer,56,F,Graduate,Unknown,Blue,Unknown,5264.0
4805,708702258,Attrited Customer,40,F,Uneducated,Single,Blue,Unknown,3698.0
4806,797169633,Existing Customer,41,M,Graduate,Single,Blue,$120K +,34516.0
4807,709922508,Existing Customer,40,F,Unknown,Married,Blue,Less than $40K,2712.0
4808,712802733,Existing Customer,45,F,High School,Divorced,Blue,Less than $40K,5486.0
4809,716981358,Existing Customer,40,F,Post-Graduate,Married,Blue,Less than $40K,2107.0
4810,758787333,Existing Customer,52,M,Uneducated,Unknown,Blue,$120K +,18096.0
4811,720519333,Attrited Customer,59,F,Unknown,Single,Blue,Unknown,2721.0
4812,717387933,Existing Customer,49,F,High School,Divorced,Blue,Less than $40K,2976.0
4813,738195708,Existing Customer,47,M,Graduate,Divorced,Blue,$80K - $120K,16741.0
4814,708560733,Existing Customer,42,F,Graduate,Divorced,Blue,Less than $40K,3714.0
4815,717001908,Attrited Customer,41,F,Graduate,Married,Blue,Less than $40K,6936.0
4816,768972558,Existing Customer,43,M,High School,Married,Blue,$120K +,11099.0
4817,716899233,Existing Customer,40,F,Graduate,Single,Gold,Less than $40K,15987.0
4818,715567608,Existing Customer,45,F,High School,Unknown,Blue,Less than $40K,4406.0
4819,713264583,Existing Customer,43,M,High School,Married,Silver,$120K +,34516.0
4820,716769783,Existing Customer,48,F,Graduate,Married,Blue,Unknown,5104.0
4821,719564208,Attrited Customer,46,F,Uneducated,Single,Blue,$40K - $60K,7195.0
4822,716680983,Existing Customer,41,F,Doctorate,Married,Blue,Less than $40K,1956.0
4823,715719033,Existing Customer,38,F,Post-Graduate,Married,Blue,Less than $40K,3317.0
4824,713229633,Attrited Customer,45,F,Unknown,Married,Blue,$40K - $60K,2759.0
4825,788246958,Existing Customer,44,F,Graduate,Married,Blue,Unknown,6038.0
4826,720419358,Existing Customer,35,F,Uneducated,Single,Blue,Less than $40K,2942.0
4827,772545858,Existing Customer,49,F,Graduate,Married,Blue,Less than $40K,5095.0
4828,771431133,Existing Customer,47,F,Graduate,Unknown,Blue,Less than $40K,1438.3
4829,717800358,Existing Customer,48,M,High School,Single,Blue,$80K - $120K,10111.0
4830,798041508,Attrited Customer,50,F,Graduate,Single,Blue,Less than $40K,3201.0
4831,710626758,Existing Customer,44,M,Uneducated,Unknown,Blue,$60K - $80K,2761.0
4832,718982058,Existing Customer,37,M,Graduate,Divorced,Blue,$40K - $60K,5987.0
4833,791822733,Existing Customer,47,F,High School,Single,Blue,Unknown,5630.0
4834,718762308,Existing Customer,35,F,Graduate,Single,Blue,Unknown,6622.0
4835,716841783,Existing Customer,51,M,Graduate,Married,Blue,$120K +,18733.0
4836,794524833,Existing Customer,36,F,Graduate,Single,Blue,$40K - $60K,2265.0
4837,721359183,Existing Customer,33,F,Unknown,Married,Blue,$40K - $60K,2907.0
4838,715014633,Attrited Customer,32,F,Uneducated,Married,Blue,Unknown,8791.0
4839,714372333,Attrited Customer,59,F,Doctorate,Married,Blue,Less than $40K,2302.0
4840,766946058,Existing Customer,51,F,Unknown,Unknown,Blue,$40K - $60K,5489.0
4841,708549033,Existing Customer,50,F,High School,Married,Blue,Less than $40K,2055.0
4842,708378108,Existing Customer,39,F,Post-Graduate,Married,Blue,$40K - $60K,2147.0
4843,826168083,Existing Customer,49,F,Unknown,Divorced,Blue,Less than $40K,1757.0
4844,779320008,Attrited Customer,43,M,College,Married,Blue,$80K - $120K,2900.0
4845,715312158,Existing Customer,41,F,Graduate,Single,Blue,Less than $40K,2670.0
4846,711688983,Existing Customer,51,M,Unknown,Divorced,Blue,$80K - $120K,21382.0
4847,714393708,Existing Customer,54,F,College,Married,Blue,$40K - $60K,2254.0
4848,789477483,Existing Customer,40,F,Unknown,Single,Blue,Unknown,4433.0
4849,712481733,Existing Customer,55,F,Graduate,Married,Blue,Less than $40K,1438.3
4850,713153733,Attrited Customer,49,F,Graduate,Unknown,Blue,Less than $40K,2520.0
4851,780201633,Attrited Customer,41,F,Graduate,Single,Blue,$40K - $60K,5655.0
4852,709285683,Existing Customer,48,M,Unknown,Divorced,Blue,$60K - $80K,1438.3
4853,789823383,Existing Customer,44,F,Unknown,Single,Blue,Less than $40K,2786.0
4854,709980783,Existing Customer,51,F,High School,Divorced,Blue,Less than $40K,3961.0
4855,772054458,Existing Customer,43,M,Unknown,Unknown,Blue,$60K - $80K,2476.0
4856,788095158,Attrited Customer,52,M,Uneducated,Married,Blue,$80K - $120K,11606.0
4857,717045033,Existing Customer,45,F,Unknown,Married,Blue,Unknown,8459.0
4858,710503308,Existing Customer,48,F,Graduate,Single,Blue,Unknown,9554.0
4859,757167633,Existing Customer,50,M,Uneducated,Single,Blue,$60K - $80K,4388.0
4860,779739783,Existing Customer,43,M,Graduate,Married,Blue,$60K - $80K,19826.0
4861,758653833,Existing Customer,34,F,Graduate,Married,Blue,$40K - $60K,2173.0
4862,771288258,Existing Customer,48,F,Unknown,Unknown,Blue,$40K - $60K,2545.0
4863,716855058,Attrited Customer,49,F,Graduate,Married,Blue,Less than $40K,1757.0
4864,708433683,Existing Customer,54,M,Graduate,Married,Blue,$80K - $120K,3164.0
4865,713175483,Existing Customer,44,F,Graduate,Married,Blue,Less than $40K,6022.0
4866,709500183,Attrited Customer,46,F,College,Married,Blue,Less than $40K,1804.0
4867,789238683,Existing Customer,53,M,Uneducated,Divorced,Blue,$120K +,22664.0
4868,710502258,Existing Customer,39,M,Graduate,Single,Blue,$60K - $80K,2527.0
4869,715445058,Attrited Customer,49,F,Doctorate,Married,Blue,Less than $40K,3547.0
4870,719464758,Existing Customer,52,F,College,Single,Blue,Less than $40K,1438.3
4871,708442158,Existing Customer,51,F,College,Married,Blue,Unknown,6182.0
4872,718524783,Attrited Customer,40,M,High School,Unknown,Blue,$80K - $120K,29715.0
4873,717093858,Existing Customer,49,F,College,Married,Blue,Less than $40K,2154.0
4874,711654558,Existing Customer,46,M,Graduate,Unknown,Blue,$60K - $80K,2179.0
4875,718924983,Existing Customer,59,M,Uneducated,Single,Blue,$60K - $80K,4906.0
4876,717463608,Existing Customer,38,F,Unknown,Married,Blue,$40K - $60K,2346.0
4877,715779333,Existing Customer,45,F,Graduate,Single,Blue,Less than $40K,4753.0
